epoch,train_loss,valid_loss,accuracy
1,4.094812996213639,1.8001142079244832,0.4934131801128388
2,2.7784741041920538,1.1988704204559326,0.6311377286911011
3,2.544764227488027,1.2298366533781955,0.6143712401390076
4,2.3610777316969442,1.1412806677961065,0.6682634949684143
5,2.32214104634842,1.072439401592323,0.655089795589447
6,2.248702160093773,1.065870012922915,0.6898203492164612
7,2.205840095036543,1.0395833546529987,0.682634711265564
8,2.200556565284158,0.9529136555637429,0.714970052242279
9,2.2489130780767908,1.0102968621396733,0.6910179853439331
10,2.153910316220121,0.963215006397156,0.7005987763404846
11,2.1065893667974698,0.9327236929339563,0.714970052242279
12,2.028065086285642,0.9343415003336832,0.7017964124679565
13,2.0704838485663513,0.9159943028124506,0.7221556901931763
14,2.051476441541284,0.9308763003634836,0.7233532667160034
15,2.110711487275895,0.96260115457866,0.7041916251182556
16,2.0222177938137746,0.9431464789156428,0.6910179853439331
17,2.0744244769262434,0.913977430609172,0.71856290102005
18,1.9721189188482449,0.8991263745430701,0.716167688369751
19,2.0433924687553047,0.9093744844733598,0.71257483959198
20,2.028810903579465,0.8434544626824156,0.7137724757194519
21,1.906429775354837,0.811654233828767,0.7568862438201904
22,2.016136649072947,0.8426890055933398,0.7401197552680969
